"Vaccine","Geography Type","Geography","Survey Year/Influenza Season","Dimension Type","Dimension","Estimate (%)","95% CI (%)","Sample Size"
"Influenza","States","Illinois","2015","Race and Ethnicity","Hispanic","55.1","48.4 to 61.6","265"
"Influenza","States","Illinois","2015","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","64.4","52.9 to 74.8","105"
"Influenza","States","Illinois","2014","Age",">=18 Years","53.1","50.2 to 56.0","1363"
"Influenza","States","Illinois","2014","Age","18-24 Years","45.2","38.9 to 51.7","306"
"Influenza","States","Illinois","2014","Age","25-34 Years","54.5","50.7 to 58.3","790"
"Influenza","States","Illinois","2014","Age",">=35 Years","58.5","51.8 to 65.0","267"
"Influenza","States","Illinois","2014","Race and Ethnicity","White, Non-Hispanic","55.9","52.0 to 59.7","734"
"Influenza","States","Illinois","2014","Race and Ethnicity","Black, Non-Hispanic","37.6","29.6 to 46.2","201"
"Influenza","States","Illinois","2014","Race and Ethnicity","Hispanic","53.7","47.4 to 59.9","298"
"Influenza","States","Illinois","2014","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","61.1","51.3 to 70.3","127"
"Influenza","States","Illinois","2018","Age",">=18 Years","61.2","58.2 to 64.1","1279"
"Influenza","States","Illinois","2018","Age","18-24 Years","52.2","44.8 to 59.5","240"
"Influenza","States","Illinois","2018","Age","25-34 Years","61.8","57.9 to 65.6","758"
"Influenza","States","Illinois","2018","Age",">=35 Years","67.5","61.2 to 73.4","281"
"Influenza","States","Illinois","2018","Race and Ethnicity","White, Non-Hispanic","63.8","59.8 to 67.7","687"
"Influenza","States","Illinois","2018","Race and Ethnicity","Black, Non-Hispanic","45.2","37.9 to 52.7","245"
"Influenza","States","Illinois","2018","Race and Ethnicity","Hispanic","60.2","53.0 to 67.1","236"
"Influenza","States","Illinois","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","77.3","67.0 to 85.6","102"
"Influenza","States","Illinois","2016","Age",">=18 Years","57.3","54.3 to 60.3","1356"
"Influenza","States","Illinois","2016","Age","18-24 Years","47.9","40.8 to 55.1","253"
"Influenza","States","Illinois","2016","Age","25-34 Years","59.9","56.0 to 63.7","818"
"Influenza","States","Illinois","2016","Age",">=35 Years","59.5","52.9 to 65.8","285"
"Influenza","States","Illinois","2016","Race and Ethnicity","White, Non-Hispanic","60.2","56.3 to 64.0","764"
"Influenza","States","Illinois","2016","Race and Ethnicity","Black, Non-Hispanic","42.2","34.2 to 50.5","211"
"Influenza","States","Illinois","2016","Race and Ethnicity","Hispanic","51.0","43.6 to 58.3","240"
"Influenza","States","Illinois","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","76.9","67.1 to 84.9","119"
"Influenza","States","Illinois","2017","Age",">=18 Years","58.5","55.3 to 61.6","1202"
"Influenza","States","Illinois","2017","Age","18-24 Years","53.9","46.3 to 61.4","236"
"Influenza","States","Illinois","2017","Age","25-34 Years","59.6","55.5 to 63.6","707"
"Influenza","States","Illinois","2017","Age",">=35 Years","59.9","53.1 to 66.5","259"
"Influenza","States","Illinois","2017","Race and Ethnicity","White, Non-Hispanic","62.9","58.7 to 67.0","633"
"Influenza","States","Illinois","2017","Race and Ethnicity","Black, Non-Hispanic","39.4","31.6 to 47.7","222"
"Influenza","States","Illinois","2017","Race and Ethnicity","Hispanic","57.6","50.2 to 64.8","233"
"Influenza","States","Illinois","2017","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","72.8","62.1 to 81.9","102"
"Influenza","States","Illinois","2015","Age",">=35 Years","57.5","51.1 to 63.7","297"
"Influenza","States","Illinois","2015","Age",">=18 Years","54.6","51.8 to 57.4","1457"
"Influenza","States","Illinois","2015","Age","18-24 Years","48.3","42.2 to 54.4","326"
"Influenza","States","Illinois","2015","Age","25-34 Years","56.2","52.5 to 59.9","834"
"Influenza","States","Illinois","2019","Age",">=18 Years","64.0","60.9 to 67.0","1209"
"Influenza","States","Illinois","2019","Age","18-24 Years","57.5","49.7 to 65.0","225"
"Influenza","States","Illinois","2019","Age","25-34 Years","64.7","60.7 to 68.5","715"
"Influenza","States","Illinois","2019","Age",">=35 Years","69.1","62.5 to 75.2","269"
"Influenza","States","Illinois","2019","Race and Ethnicity","White, Non-Hispanic","69.2","65.1 to 73.1","631"
"Influenza","States","Illinois","2019","Race and Ethnicity","Black, Non-Hispanic","42.5","34.6 to 50.7","205"
"Influenza","States","Illinois","2019","Race and Ethnicity","Hispanic","65.4","58.5 to 71.8","258"
"Influenza","States","Illinois","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","70.8","59.4 to 80.6","103"
"Tdap","States","Illinois","2012","Race and Ethnicity","White, Non-Hispanic","13.7","10.7 to 17.1","511"
"Tdap","States","Illinois","2013","Race and Ethnicity","White, Non-Hispanic","29.3","25.7 to 33.1","673"
"Tdap","States","Illinois","2014","Race and Ethnicity","White, Non-Hispanic","49.1","45.0 to 53.2","670"
"Tdap","States","Illinois","2015","Race and Ethnicity","White, Non-Hispanic","55.5","51.6 to 59.3","750"
"Tdap","States","Illinois","2015","Race and Ethnicity","Black, Non-Hispanic","40.1","32.8 to 47.8","234"
"Tdap","States","Illinois","2012","Race and Ethnicity","Hispanic","19.0","13.4 to 25.6","194"
"Tdap","States","Illinois","2013","Race and Ethnicity","Hispanic","37.7","30.7 to 45.0","222"
"Tdap","States","Illinois","2014","Race and Ethnicity","Hispanic","39.5","32.8 to 46.5","242"
"Tdap","States","Illinois","2015","Race and Ethnicity","Hispanic","43.2","36.1 to 50.5","221"
"Tdap","States","Illinois","2012","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","76"
"Tdap","States","Illinois","2013","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","31.0","21.2 to 42.3","95"
"Tdap","States","Illinois","2014","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","46.9","36.4 to 57.6","109"
"Tdap","States","Illinois","2015","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","61.0","48.7 to 72.4","91"
"Tdap","States","Illinois","2015","Age",">=35 Years","53.4","46.6 to 60.1","267"
"Tdap","States","Illinois","2012","Race and Ethnicity","Black, Non-Hispanic","18.8","10.6 to 29.6","99"
"Tdap","States","Illinois","2014","Race and Ethnicity","Black, Non-Hispanic","34.8","26.7 to 43.6","190"
"Tdap","States","Illinois","2013","Race and Ethnicity","Black, Non-Hispanic","31.1","22.6 to 40.6","174"
"Tdap","States","Illinois","2013","Age","25-34 Years","31.6","27.9 to 35.4","709"
"Tdap","States","Illinois","2014","Age","25-34 Years","46.0","42.0 to 50.1","701"
"Tdap","States","Illinois","2015","Age","25-34 Years","54.4","50.5 to 58.3","764"
"Tdap","States","Illinois","2012","Age",">=35 Years","19.0","13.0 to 26.2","173"
"Tdap","States","Illinois","2014","Age",">=35 Years","51.1","44.1 to 58.1","242"
"Tdap","States","Illinois","2013","Age",">=35 Years","27.1","20.8 to 34.1","220"
"Tdap","States","Illinois","2014","Age",">=18 Years","44.7","41.6 to 47.8","1214"
"Tdap","States","Illinois","2015","Age",">=18 Years","50.8","47.8 to 53.8","1309"
"Tdap","States","Illinois","2012","Age",">=18 Years","15.5","13.0 to 18.3","882"
"Tdap","States","Illinois","2013","Age",">=18 Years","31.3","28.4 to 34.3","1171"
"Tdap","States","Illinois","2012","Age","18-24 Years","12.1","7.4 to 18.3","193"
"Tdap","States","Illinois","2013","Age","18-24 Years","33.5","26.5 to 41.1","242"
"Tdap","States","Illinois","2014","Age","18-24 Years","36.2","29.8 to 43.0","271"
"Tdap","States","Illinois","2015","Age","18-24 Years","39.3","33.0 to 45.9","278"
"Tdap","States","Illinois","2012","Age","25-34 Years","15.9","12.6 to 19.7","516"
"Influenza","States","Arkansas","2021","Age",">=18 Years","48.0","42.7 to 53.4","809"
"Influenza","States","Arkansas","2021","Age","18-24 Years","34.0","25.1 to 43.8","272"
"Influenza","States","Arkansas","2021","Age","25-34 Years","53.8","46.5 to 60.9","423"
"Influenza","States","Arkansas","2021","Age",">=35 Years","57.6","42.9 to 71.3","114"
"Tdap","States","Arkansas","2021","Age",">=18 Years","63.3","57.9 to 68.4","759"
"Tdap","States","Arkansas","2021","Age","18-24 Years","51.8","41.6 to 61.9","245"
"Tdap","States","Arkansas","2021","Age","25-34 Years","69.7","62.7 to 76.1","408"
"Tdap","States","Arkansas","2021","Age",">=35 Years","62.9","47.1 to 76.9","106"
"Influenza","States","Arkansas","2015","Age",">=18 Years","59.9","55.2 to 64.5","852"
"Influenza","States","Arkansas","2015","Age","18-24 Years","52.5","44.7 to 60.3","347"
"Influenza","States","Arkansas","2015","Age","25-34 Years","66.9","60.6 to 72.8","428"
"Influenza","States","Arkansas","2015","Age",">=35 Years","NR*","NR*","77"
"Influenza","States","Arkansas","2015","Race and Ethnicity","White, Non-Hispanic","61.5","55.8 to 67.0","505"
"Influenza","States","Arkansas","2015","Race and Ethnicity","Black, Non-Hispanic","52.0","41.0 to 62.9","251"
"Influenza","States","Arkansas","2015","Race and Ethnicity","Hispanic","61.9","46.1 to 76.0","75"
"Influenza","States","Arkansas","2015","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Influenza","States","Arkansas","2018","Age",">=18 Years","60.1","54.6 to 65.4","849"
"Influenza","States","Arkansas","2018","Age","18-24 Years","57.4","47.0 to 67.3","305"
"Influenza","States","Arkansas","2018","Age","25-34 Years","62.3","55.1 to 69.2","436"
"Influenza","States","Arkansas","2018","Age",">=35 Years","NR*","NR*","108"
"Influenza","States","Arkansas","2018","Race and Ethnicity","White, Non-Hispanic","60.3","53.6 to 66.7","493"
"Influenza","States","Arkansas","2018","Race and Ethnicity","Black, Non-Hispanic","53.2","39.5 to 66.6","257"
"Influenza","States","Arkansas","2018","Race and Ethnicity","Hispanic","NR*","NR*","66"
"Influenza","States","Arkansas","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","32"
"Influenza","States","Arkansas","2016","Age","25-34 Years","64.0","57.2 to 70.4","450"
"Influenza","States","Arkansas","2016","Age",">=35 Years","NR*","NR*","91"
"Influenza","States","Arkansas","2016","Race and Ethnicity","White, Non-Hispanic","61.1","54.9 to 67.1","490"
"Influenza","States","Arkansas","2016","Race and Ethnicity","Black, Non-Hispanic","52.8","40.6 to 64.8","258"
"Influenza","States","Arkansas","2016","Race and Ethnicity","Hispanic","73.4","58.7 to 85.1","87"
"Influenza","States","Arkansas","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Influenza","States","Arkansas","2019","Age",">=18 Years","61.7","56.5 to 66.7","935"
"Influenza","States","Arkansas","2019","Age","18-24 Years","63.4","53.9 to 72.2","324"
"Influenza","States","Arkansas","2019","Age","25-34 Years","63.0","56.0 to 69.7","488"
"Influenza","States","Arkansas","2019","Age",">=35 Years","52.3","37.9 to 66.4","123"
"Influenza","States","Arkansas","2019","Race and Ethnicity","White, Non-Hispanic","62.6","55.9 to 68.9","509"
"Influenza","States","Arkansas","2019","Race and Ethnicity","Black, Non-Hispanic","48.0","36.0 to 60.2","288"
"Influenza","States","Arkansas","2019","Race and Ethnicity","Hispanic","68.1","52.8 to 81.0","95"
"Influenza","States","Arkansas","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","40"
"Tdap","States","Delaware","2021","Age","25-34 Years","79.6","75.3 to 83.4","478"
"Influenza","States","Arkansas","2021","Race and Ethnicity","White, Non-Hispanic","46.6","40.0 to 53.3","479"
"Influenza","States","Arkansas","2021","Race and Ethnicity","Black, Non-Hispanic","35.7","23.4 to 49.5","208"
"Influenza","States","Arkansas","2021","Race and Ethnicity","Hispanic","NR*","NR*","72"
"Influenza","States","Arkansas","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","49"
"Tdap","States","Arkansas","2021","Race and Ethnicity","White, Non-Hispanic","64.3","57.6 to 70.6","448"
"Tdap","States","Arkansas","2021","Race and Ethnicity","Black, Non-Hispanic","55.3","41.6 to 68.4","199"
"Tdap","States","Arkansas","2021","Race and Ethnicity","Hispanic","NR*","NR*","66"
"Tdap","States","Arkansas","2021","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","45"
"Influenza","States","Arkansas","2013","Race and Ethnicity","White, Non-Hispanic","57.1","50.8 to 63.2","552"
"Influenza","States","Arkansas","2013","Race and Ethnicity","Black, Non-Hispanic","36.1","25.7 to 47.6","320"
"Influenza","States","Arkansas","2013","Race and Ethnicity","Hispanic","NR*","NR*","76"
"Influenza","States","Arkansas","2013","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Influenza","States","Arkansas","2013","Age",">=35 Years","NR*","NR*","88"
"Influenza","States","Arkansas","2013","Age",">=18 Years","53.5","48.4 to 58.6","968"
"Influenza","States","Arkansas","2013","Age","18-24 Years","50.0","41.5 to 58.5","414"
"Influenza","States","Arkansas","2013","Age","25-34 Years","54.4","47.4 to 61.3","466"
"Influenza","States","Arkansas","2016","Age",">=18 Years","60.7","55.7 to 65.6","867"
"Influenza","States","Arkansas","2016","Age","18-24 Years","55.2","46.4 to 63.8","326"
"Tdap","States","Arkansas","2016","Race and Ethnicity","White, Non-Hispanic","67.2","60.8 to 73.1","436"
"Tdap","States","Arkansas","2019","Race and Ethnicity","White, Non-Hispanic","74.8","68.6 to 80.3","465"
"Tdap","States","Arkansas","2019","Race and Ethnicity","Black, Non-Hispanic","59.8","46.9 to 71.8","251"
"Tdap","States","Arkansas","2016","Race and Ethnicity","Hispanic","NR*","NR*","71"
"Tdap","States","Arkansas","2018","Race and Ethnicity","Hispanic","NR*","NR*","56"
"Tdap","States","Arkansas","2019","Race and Ethnicity","Hispanic","84.5","70.1 to 93.8","82"
"Tdap","States","Arkansas","2020","Race and Ethnicity","Hispanic","NR*","NR*","62"
"Tdap","States","Arkansas","2016","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Tdap","States","Arkansas","2018","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*",
"Tdap","States","Arkansas","2019","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","88.7","72.3 to 97.2","36"
"Tdap","States","Arkansas","2020","Race and Ethnicity","Other or Multiple Races, Non-Hispanic","NR*","NR*","33"
"Tdap","States","Arkansas","2020","Race and Ethnicity","White, Non-Hispanic","75.1","69.1 to 80.5","454"
"Tdap","States","Arkansas","2018","Race and Ethnicity","Black, Non-Hispanic","47.9","33.4 to 62.6","218"
"Tdap","States","Arkansas","2020","Race and Ethnicity","Black, Non-Hispanic","57.9","45.8 to 69.4","262"
"Tdap","States","Arkansas","2016","Age",">=35 Years","71.6","55.2 to 84.7","79"
"Tdap","States","Arkansas","2018","Age",">=35 Years","NR*","NR*","96"
"Tdap","States","Arkansas","2019","Age",">=35 Years","62.7","47.8 to 76.0","116"
"Tdap","States","Arkansas","2020","Age",">=35 Years","67.5","53.1 to 79.8","94"
"Tdap","States","Arkansas","2016","Race and Ethnicity","Black, Non-Hispanic","59.6","46.5 to 71.8","218"
"Tdap","States","Arkansas","2016","Age","25-34 Years","63.0","55.9 to 69.7","398"
"Tdap","States","Arkansas","2018","Age","25-34 Years","62.7","55.3 to 69.7","397"
"Tdap","States","Arkansas","2019","Age","25-34 Years","75.5","68.9 to 81.3","441"
"Tdap","States","Arkansas","2020","Age","25-34 Years","79.2","73.0 to 84.5","436"
"Tdap","States","Arkansas","2018","Race and Ethnicity","White, Non-Hispanic","65.7","59.0 to 72.0","453"
"Tdap","States","Arkansas","2018","Age","18-24 Years","64.0","53.0 to 74.0","262"
"Tdap","States","Arkansas","2019","Age","18-24 Years","78.1","69.5 to 85.2","280"
"Tdap","States","Arkansas","2020","Age","18-24 Years","60.9","51.2 to 70.0","284"
"Tdap","States","Arkansas","2016","Age",">=18 Years","64.3","59.1 to 69.3","755"
"Tdap","States","Arkansas","2018","Age",">=18 Years","62.6","57.0 to 68.0","755"
"Tdap","States","Arkansas","2019","Age",">=18 Years","74.5","69.7 to 78.9","837"
"Tdap","States","Arkansas","2020","Age",">=18 Years","71.8","66.9 to 76.4","814"
"Tdap","States","Arkansas","2016","Age","18-24 Years","64.4","55.2 to 72.9","278"
"Influenza","States","Arkansas","2020","Age",">=18 Years","58.2","53.0 to 63.2","887"
"Influenza","States","Arkansas","2012","Age","18-24 Years","39.0","30.2 to 48.4","333"
"Influenza","States","Arkansas","2012","Age",">=18 Years","46.6","40.7 to 52.5","756"
"Influenza","States","Arkansas","2020","Race and Ethnicity","White, Non-Hispanic","58.0","51.5 to 64.3","484"
"Influenza","States","Arkansas","2012","Race and Ethnicity","White, Non-Hispanic","47.3","40.2 to 54.4","427"
